CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit
712880283,Existing Customer,31,M,0,Uneducated,Married,$40K - $60K,Blue,4048
753226158,Existing Customer,34,F,2,Graduate,Married,Less than $40K,Blue,3663
720605808,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,1438.3
758317233,Existing Customer,35,F,1,College,Single,Unknown,Blue,3518
711028308,Existing Customer,44,F,4,Graduate,Married,Less than $40K,Blue,1717
814852533,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,16813
711526533,Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K,Blue,16434
804403908,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,21872
716999883,Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,15897
716452083,Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,4271
787599258,Existing Customer,55,F,3,Graduate,Single,Less than $40K,Blue,7361
714495258,Existing Customer,26,M,0,College,Single,Less than $40K,Blue,1438.3
717713283,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,8628
789317883,Existing Customer,54,M,2,College,Married,$80K - $120K,Blue,18750
714500883,Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,21242
789467508,Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,2961
710317758,Existing Customer,38,F,3,High School,Married,Unknown,Blue,11327
711231558,Existing Customer,58,M,3,High School,Married,$60K - $80K,Blue,8308
716829483,Existing Customer,39,F,3,Post-Graduate,Married,$40K - $60K,Blue,3249
779713608,Existing Customer,52,M,2,High School,Married,$120K +,Blue,2981
711628458,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,8829
718943508,Existing Customer,42,M,3,Unknown,Single,$80K - $120K,Blue,3714
770724558,Attrited Customer,42,M,2,College,Married,$60K - $80K,Blue,7340
783561558,Existing Customer,57,M,4,Post-Graduate,Married,$120K +,Blue,16952
719309958,Attrited Customer,55,M,3,Doctorate,Single,$80K - $120K,Blue,20865
788785083,Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,3083
780481308,Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,10584
711757383,Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,2240
787550808,Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,12240
779863533,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,5120
714529233,Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,3124
708177333,Existing Customer,51,F,2,High School,Married,Less than $40K,Silver,11261
812019933,Existing Customer,65,M,1,Uneducated,Married,$40K - $60K,Blue,2468
708557358,Existing Customer,43,M,2,College,Married,$60K - $80K,Blue,22157
713580633,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,11477
711466533,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,3933
802276683,Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,8022
780913308,Existing Customer,43,M,3,Unknown,Single,$60K - $80K,Blue,13771
808897683,Attrited Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,30271
719428308,Existing Customer,50,M,2,High School,Unknown,$60K - $80K,Blue,3244
713010483,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,2936
717006333,Existing Customer,54,M,3,High School,Married,$80K - $120K,Blue,1438.3
787621158,Existing Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,6242
716924058,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,6175
720916683,Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,11806
720923658,Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,4734
712710708,Existing Customer,55,M,2,High School,Single,$40K - $60K,Blue,6244
718939083,Attrited Customer,54,F,2,Graduate,Married,Less than $40K,Blue,1438.3
779519058,Existing Customer,51,F,3,Post-Graduate,Divorced,Unknown,Platinum,34516
719085933,Existing Customer,35,M,3,Graduate,Single,$80K - $120K,Blue,23561
715124958,Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,24742
712979133,Attrited Customer,55,M,4,High School,Married,$80K - $120K,Blue,27560
712006308,Existing Customer,45,F,0,College,Divorced,Less than $40K,Blue,5923
710801133,Existing Customer,34,M,2,Uneducated,Married,$60K - $80K,Blue,8581
712490283,Existing Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,3156
720071583,Attrited Customer,48,F,2,Unknown,Married,Less than $40K,Blue,7151
717958833,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,1535
812420358,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,2122
712370208,Existing Customer,48,M,1,Uneducated,Unknown,$60K - $80K,Blue,17131
715940358,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,5822
715041333,Existing Customer,39,M,3,Doctorate,Married,$60K - $80K,Blue,3537
712797258,Existing Customer,43,M,3,Graduate,Married,$120K +,Blue,34516
769170558,Existing Customer,53,M,3,Graduate,Single,$60K - $80K,Blue,16320
715884858,Existing Customer,38,M,2,High School,Married,$80K - $120K,Blue,2407
796343058,Existing Customer,49,F,2,High School,Single,Less than $40K,Blue,3538
783910008,Existing Customer,37,F,0,Unknown,Married,Less than $40K,Blue,2684
718888308,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,34516
785114808,Existing Customer,46,M,2,Post-Graduate,Single,$40K - $60K,Silver,15459
709852908,Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,4307
823528833,Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue,2081
719679858,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,2848
827108583,Existing Customer,55,M,3,High School,Single,$120K +,Blue,34516
787833333,Existing Customer,44,M,3,College,Unknown,$80K - $120K,Blue,6361
719781183,Existing Customer,57,M,4,High School,Married,$80K - $120K,Blue,15428
710429358,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,2544
798792408,Attrited Customer,48,M,3,High School,Married,$80K - $120K,Blue,9959
710280558,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,8796
809825358,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,3428
714451833,Existing Customer,45,F,1,Doctorate,Single,Less than $40K,Blue,1438.3
713943783,Existing Customer,41,M,4,Post-Graduate,Married,$60K - $80K,Blue,18001
710706558,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,2680
713620308,Existing Customer,46,F,2,High School,Married,Less than $40K,Blue,4675
813453408,Existing Customer,40,F,5,College,Married,Less than $40K,Blue,2448
818248383,Existing Customer,33,M,2,Doctorate,Married,$60K - $80K,Blue,4049
780106908,Existing Customer,53,M,1,High School,Single,$80K - $120K,Blue,8154
708938508,Existing Customer,63,M,1,High School,Married,$40K - $60K,Blue,4559
709671708,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,19354
711204483,Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,2340
801728658,Existing Customer,53,M,2,Graduate,Single,$60K - $80K,Blue,13848
713945883,Attrited Customer,62,F,2,Graduate,Married,Less than $40K,Blue,2490
779558733,Existing Customer,50,F,4,Unknown,Married,Unknown,Silver,32156
788370258,Existing Customer,37,M,4,Graduate,Married,$60K - $80K,Blue,2578
714927333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,9050
710383158,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Silver,34516
798007308,Existing Customer,57,F,3,High School,Married,Unknown,Blue,8362
711768858,Existing Customer,55,M,2,High School,Married,$80K - $120K,Blue,6514
714888633,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,4051
712650333,Existing Customer,48,M,3,College,Married,$60K - $80K,Blue,11959
719945433,Existing Customer,60,F,1,Uneducated,Divorced,$40K - $60K,Blue,2070
720310458,Existing Customer,46,M,1,Unknown,Single,$120K +,Blue,11840
718344033,Existing Customer,47,M,2,College,Married,$120K +,Blue,3636
715442958,Existing Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,11067
780326883,Existing Customer,53,M,2,Doctorate,Married,$60K - $80K,Blue,11262
711157833,Existing Customer,56,F,3,Graduate,Single,$40K - $60K,Blue,5108
719704308,Existing Customer,56,F,4,High School,Married,$40K - $60K,Blue,2072
708772308,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,4119
817663908,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,5903
780054258,Existing Customer,40,M,5,Graduate,Unknown,$40K - $60K,Blue,7860
709990983,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,5918
818045958,Existing Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,6741
716380683,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,3880
787480158,Existing Customer,57,F,2,Unknown,Married,Less than $40K,Blue,2494
778461408,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,22149
713861733,Existing Customer,50,M,3,Graduate,Divorced,$80K - $120K,Blue,34516
789291633,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,5450
789513858,Attrited Customer,43,M,3,Unknown,Married,$40K - $60K,Blue,1438.3
778357458,Existing Customer,44,F,5,Unknown,Single,Less than $40K,Blue,2003
718325883,Existing Customer,39,M,2,Uneducated,Single,$40K - $60K,Blue,7723
720344658,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,18226
809292483,Existing Customer,44,F,4,College,Married,Less than $40K,Blue,8128
779791008,Existing Customer,43,M,3,High School,Married,$80K - $120K,Blue,5851
779557533,Existing Customer,54,M,1,Post-Graduate,Single,$80K - $120K,Blue,10260
795904233,Existing Customer,38,F,3,Unknown,Single,Unknown,Blue,26945
710573808,Existing Customer,55,M,2,Unknown,Single,$60K - $80K,Blue,2243
717418158,Existing Customer,42,M,5,Unknown,Unknown,$120K +,Blue,34516
771963708,Attrited Customer,56,M,3,Unknown,Married,$60K - $80K,Blue,12248
712433508,Attrited Customer,59,F,1,Unknown,Married,Unknown,Blue,1438.3
779320983,Existing Customer,46,M,4,Uneducated,Single,$80K - $120K,Blue,19843
718093233,Existing Customer,55,F,2,Post-Graduate,Married,Less than $40K,Blue,2163
719459358,Existing Customer,52,M,1,Doctorate,Married,$120K +,Blue,33864
717728808,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,4531
788701608,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,2950
778506633,Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,7706
719989008,Existing Customer,47,F,1,High School,Unknown,Unknown,Blue,25657
791839233,Existing Customer,42,F,4,Unknown,Divorced,Unknown,Blue,17536
716918508,Existing Customer,39,M,1,College,Single,$40K - $60K,Blue,3770
717321783,Existing Customer,50,M,1,Uneducated,Single,$60K - $80K,Blue,10344
799000008,Existing Customer,57,M,2,Post-Graduate,Divorced,$120K +,Blue,26437
721517208,Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,2450
719068683,Existing Customer,52,F,1,High School,Married,$40K - $60K,Blue,3136
709120008,Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,6976
709117533,Existing Customer,42,M,3,High School,Single,$80K - $120K,Blue,21134
816594183,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,2019
789485433,Existing Customer,42,M,4,College,Married,$80K - $120K,Blue,34516
712881483,Existing Customer,55,M,1,Post-Graduate,Married,$80K - $120K,Blue,9959
712689333,Existing Customer,38,M,2,Unknown,Single,$80K - $120K,Blue,20241
771492408,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue,2421
711668283,Existing Customer,48,M,4,Uneducated,Married,$80K - $120K,Blue,30948
772684833,Existing Customer,32,F,1,Unknown,Married,Less than $40K,Blue,2642
712960308,Existing Customer,33,F,2,High School,Single,Less than $40K,Blue,8070
713530833,Attrited Customer,58,M,2,Graduate,Married,$40K - $60K,Blue,4085
756065433,Existing Customer,26,M,0,Unknown,Single,$40K - $60K,Blue,2187
710997183,Existing Customer,46,M,0,Unknown,Married,$60K - $80K,Gold,34516
711146358,Existing Customer,39,F,1,Graduate,Married,Unknown,Blue,3358
716144058,Existing Customer,36,F,1,College,Single,$40K - $60K,Blue,1888
778699908,Attrited Customer,43,M,2,Uneducated,Married,$60K - $80K,Blue,14447
713571258,Existing Customer,45,M,2,Unknown,Single,$60K - $80K,Silver,32349
711676908,Existing Customer,51,F,3,College,Married,Unknown,Blue,12605
719315508,Existing Customer,62,F,0,Unknown,Married,$40K - $60K,Blue,2964
778623858,Existing Customer,58,M,0,Uneducated,Married,$80K - $120K,Blue,3785
714665733,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,2727
816089433,Existing Customer,49,M,4,Doctorate,Married,$60K - $80K,Blue,3343
716991933,Attrited Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,9786
714534108,Existing Customer,45,F,2,High School,Married,$40K - $60K,Blue,6407
787456608,Existing Customer,29,M,2,High School,Married,$80K - $120K,Blue,4158
717090183,Existing Customer,60,M,1,Doctorate,Married,$120K +,Blue,21697
772782708,Existing Customer,50,M,3,Post-Graduate,Single,$80K - $120K,Blue,31383
710722908,Existing Customer,53,M,3,Doctorate,Single,$120K +,Blue,30883
795155433,Existing Customer,45,M,3,Unknown,Married,$80K - $120K,Blue,12918
715271733,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,8520
771706308,Existing Customer,46,M,2,Doctorate,Single,$80K - $120K,Blue,14310
713989233,Existing Customer,61,M,0,Post-Graduate,Married,Unknown,Blue,14434
780198258,Existing Customer,46,M,4,College,Single,$120K +,Blue,7793
802002858,Attrited Customer,62,F,1,High School,Married,Unknown,Blue,8990
716290233,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,4343
828298908,Existing Customer,54,M,4,Graduate,Married,$120K +,Blue,2872
788946783,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,9697
720697908,Existing Customer,35,M,2,High School,Married,$40K - $60K,Blue,2967
780598383,Existing Customer,35,M,3,Doctorate,Single,$40K - $60K,Blue,2148
715345833,Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,6116
710831133,Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,18085
766706358,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue,2524
816533733,Existing Customer,50,M,1,Unknown,Married,$80K - $120K,Blue,33951
712373208,Attrited Customer,43,M,3,Doctorate,Single,$60K - $80K,Blue,3312
721433283,Existing Customer,39,F,1,High School,Single,$40K - $60K,Blue,9956
720680058,Existing Customer,47,M,2,Post-Graduate,Married,Less than $40K,Blue,3888
716909283,Existing Customer,60,M,1,Post-Graduate,Single,$80K - $120K,Blue,30655
754654383,Existing Customer,30,M,2,High School,Married,Less than $40K,Blue,2997
719226333,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,11042
779759058,Existing Customer,52,M,0,Graduate,Single,$120K +,Blue,3386
718206783,Existing Customer,45,F,4,Unknown,Single,Less than $40K,Gold,15987
715783758,Existing Customer,40,M,4,Graduate,Divorced,$120K +,Blue,25188
771190083,Existing Customer,36,F,3,Post-Graduate,Single,Less than $40K,Blue,2410
713135883,Existing Customer,65,F,0,High School,Married,Unknown,Blue,4315
778799583,Existing Customer,35,F,0,Unknown,Married,Less than $40K,Blue,2592
808796208,Existing Customer,54,F,2,Unknown,Divorced,$40K - $60K,Blue,5476
708313608,Existing Customer,53,M,3,Unknown,Married,$80K - $120K,Blue,2464
779330208,Existing Customer,62,F,1,College,Married,Less than $40K,Blue,2378
794498733,Existing Customer,40,M,2,Unknown,Single,$120K +,Blue,20056
807964908,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,8013
823845783,Existing Customer,53,M,2,Unknown,Married,$120K +,Blue,3386
711748983,Existing Customer,30,M,1,High School,Married,$60K - $80K,Blue,7906
718064283,Existing Customer,46,M,3,Uneducated,Divorced,$60K - $80K,Blue,11501
710492733,Existing Customer,29,M,0,Post-Graduate,Single,$40K - $60K,Blue,13632
779016408,Existing Customer,37,F,3,Uneducated,Married,Less than $40K,Blue,2229
717787533,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,5158
714851058,Existing Customer,31,M,0,Graduate,Married,$40K - $60K,Blue,2158
823535133,Existing Customer,45,M,2,Uneducated,Unknown,$80K - $120K,Blue,23271
708455883,Attrited Customer,57,M,1,Graduate,Single,$80K - $120K,Blue,10244
780095808,Existing Customer,43,M,3,Unknown,Divorced,$60K - $80K,Blue,2588
709207458,Existing Customer,44,M,3,Graduate,Married,$40K - $60K,Blue,10747
763895958,Attrited Customer,53,M,2,High School,Married,$120K +,Blue,7474
715942683,Existing Customer,32,F,3,Graduate,Single,Less than $40K,Blue,3555
721301733,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,22140
711927108,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,9457
718083483,Existing Customer,42,M,3,Uneducated,Unknown,Less than $40K,Blue,6218
717548358,Existing Customer,38,F,1,College,Married,Less than $40K,Blue,2580
816829608,Existing Customer,44,M,2,Unknown,Married,$80K - $120K,Blue,1438.3
713936583,Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,6224
709682658,Existing Customer,37,F,4,High School,Single,$40K - $60K,Blue,3093
793889508,Existing Customer,48,F,2,Graduate,Married,$40K - $60K,Blue,4076
714648933,Existing Customer,55,F,3,Graduate,Married,Unknown,Blue,4861
711556533,Existing Customer,43,F,1,Graduate,Unknown,Unknown,Blue,9851
717420333,Existing Customer,37,M,1,High School,Single,$60K - $80K,Blue,7349
768921933,Existing Customer,34,M,2,High School,Married,$60K - $80K,Blue,2853
714311583,Existing Customer,46,F,4,Graduate,Single,Unknown,Blue,17023
717707133,Existing Customer,32,M,1,Unknown,Single,$40K - $60K,Blue,10060
716043258,Existing Customer,53,M,3,Unknown,Married,$40K - $60K,Blue,1595
716343408,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,8475
718909158,Existing Customer,38,M,1,College,Married,Less than $40K,Blue,5559
719471433,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,2917
712763808,Existing Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,6692
711147483,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,8551
719788833,Existing Customer,47,M,3,High School,Married,$60K - $80K,Blue,10569
715168983,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,7051
714306258,Existing Customer,56,M,1,College,Married,$60K - $80K,Blue,10117
713828208,Existing Customer,47,M,2,Uneducated,Unknown,$60K - $80K,Blue,8311
710574558,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,26442
710947683,Existing Customer,64,F,0,Graduate,Married,Less than $40K,Blue,4920
711113958,Existing Customer,37,F,3,Unknown,Married,Less than $40K,Blue,1438.3
718923858,Existing Customer,42,M,1,College,Married,$60K - $80K,Silver,26750
752666508,Existing Customer,41,M,4,College,Married,$80K - $120K,Silver,34516
712672083,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,1438.3
719863758,Existing Customer,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,1869
720990183,Attrited Customer,54,M,5,High School,Married,$60K - $80K,Blue,14539
720718908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,26977
721250358,Existing Customer,50,M,2,Unknown,Married,$40K - $60K,Blue,5426
779773533,Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,7623
708249708,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,4844
713967783,Existing Customer,62,F,0,Unknown,Married,Unknown,Blue,2683
779506158,Existing Customer,39,F,1,College,Married,Less than $40K,Blue,3214
759823158,Existing Customer,46,M,1,Unknown,Married,$60K - $80K,Blue,5374
716608608,Attrited Customer,41,M,2,Uneducated,Married,$80K - $120K,Blue,8004
789528183,Existing Customer,39,F,2,Graduate,Married,Unknown,Blue,1438.3
708895158,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,2925
824805858,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,9235
720840108,Existing Customer,44,M,0,Uneducated,Married,Less than $40K,Blue,8837
787595658,Existing Customer,57,F,3,Unknown,Single,Less than $40K,Blue,8801
720244983,Existing Customer,40,M,3,Unknown,Single,$40K - $60K,Blue,3563
713220258,Existing Customer,65,F,0,High School,Married,Unknown,Blue,8138
813469458,Existing Customer,26,F,1,Graduate,Single,$40K - $60K,Blue,1438.3
788939358,Existing Customer,47,M,2,High School,Unknown,$60K - $80K,Blue,2458
718870158,Existing Customer,47,M,4,High School,Married,$60K - $80K,Blue,4592
788673708,Attrited Customer,57,F,2,High School,Married,$40K - $60K,Blue,1438.3
711809283,Existing Customer,31,M,1,Unknown,Married,Less than $40K,Blue,1868
816513108,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,5269
718594608,Existing Customer,43,F,2,Post-Graduate,Married,Unknown,Blue,20156
823606983,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,7410
717028158,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,12163
788485908,Existing Customer,44,M,3,Unknown,Married,$60K - $80K,Blue,6224
714472608,Existing Customer,59,M,0,College,Married,Less than $40K,Blue,4250
710793783,Existing Customer,53,F,3,Graduate,Married,Unknown,Blue,12059
794340033,Existing Customer,34,F,3,Uneducated,Married,$40K - $60K,Blue,2799
716462658,Existing Customer,47,M,4,Doctorate,Single,$80K - $120K,Blue,18037
718050033,Existing Customer,54,M,2,College,Married,$120K +,Blue,5657
714023808,Existing Customer,42,F,2,Graduate,Married,Unknown,Blue,13770
716341833,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,4646
719648358,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,2514
816600933,Attrited Customer,56,M,0,College,Married,$80K - $120K,Blue,14501
714208533,Attrited Customer,43,M,3,High School,Married,$60K - $80K,Blue,8663
713095533,Existing Customer,44,F,4,High School,Divorced,Less than $40K,Blue,2333
809967783,Existing Customer,34,F,4,Graduate,Divorced,$40K - $60K,Blue,3038
715848408,Existing Customer,61,M,1,Graduate,Unknown,$80K - $120K,Blue,8851
714414483,Existing Customer,54,F,0,Unknown,Married,Less than $40K,Blue,2945
708655983,Existing Customer,49,F,3,High School,Divorced,Unknown,Blue,5267
720426708,Attrited Customer,56,M,3,High School,Single,$60K - $80K,Blue,8512
713743158,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,19063
721279083,Existing Customer,53,M,4,Graduate,Single,$80K - $120K,Blue,5376
779149683,Existing Customer,30,F,0,Graduate,Divorced,Unknown,Blue,7772
714970458,Existing Customer,39,F,2,High School,Married,$40K - $60K,Blue,9173
719070108,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Silver,34516
715490733,Existing Customer,54,F,3,Uneducated,Single,Unknown,Blue,11975
714989583,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,15405
820355433,Existing Customer,43,M,3,Unknown,Single,$40K - $60K,Blue,2615
715901508,Existing Customer,35,M,1,High School,Married,$80K - $120K,Blue,23991
710370483,Existing Customer,39,F,4,College,Married,Less than $40K,Blue,1888
778573233,Existing Customer,61,F,1,Graduate,Married,Less than $40K,Blue,3102
708833133,Existing Customer,40,F,3,Graduate,Divorced,Less than $40K,Blue,3170
719885883,Existing Customer,53,M,3,College,Single,$120K +,Blue,34516
712523283,Existing Customer,55,M,2,Unknown,Married,$120K +,Blue,14938
711309033,Existing Customer,41,M,2,Unknown,Single,$60K - $80K,Blue,17298
708134283,Existing Customer,35,M,2,Uneducated,Married,Less than $40K,Blue,3131
720147633,Existing Customer,61,M,1,Unknown,Single,$40K - $60K,Blue,11915
708983658,Attrited Customer,51,M,2,Uneducated,Single,$120K +,Blue,16868
766285608,Existing Customer,42,M,3,High School,Single,$40K - $60K,Blue,3266
779715108,Existing Customer,46,M,2,Unknown,Divorced,$80K - $120K,Blue,2770
798035358,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,3556
719391783,Existing Customer,46,M,4,Uneducated,Married,$40K - $60K,Blue,9149
809342208,Existing Customer,26,M,0,Graduate,Single,Unknown,Blue,1438.3
780713058,Existing Customer,46,M,3,High School,Married,$60K - $80K,Blue,14701
779338683,Existing Customer,62,M,1,Graduate,Married,$60K - $80K,Blue,14825
783387783,Existing Customer,55,M,2,Uneducated,Divorced,$60K - $80K,Blue,10127
787800108,Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,2929
721397808,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,3735
778698408,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,2930
709545333,Existing Customer,33,F,4,High School,Single,Unknown,Blue,12716
716032233,Existing Customer,42,M,2,College,Married,$80K - $120K,Blue,22120
717835908,Existing Customer,33,M,2,Post-Graduate,Married,$80K - $120K,Blue,1438.3
719466558,Existing Customer,60,F,0,High School,Single,Unknown,Blue,4546
778663458,Attrited Customer,65,M,1,High School,Married,Less than $40K,Blue,1759
716024808,Attrited Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,4829
713008308,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue,7692
794831733,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,2156
713854608,Existing Customer,62,M,1,Uneducated,Married,$60K - $80K,Blue,9521
715993608,Existing Customer,51,M,2,College,Single,$120K +,Blue,26714
789368658,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,2092
802817358,Existing Customer,38,F,3,High School,Married,Unknown,Blue,11594
708098133,Existing Customer,32,F,0,Graduate,Married,Less than $40K,Blue,2834
801499908,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,4724
824770683,Existing Customer,51,F,0,Unknown,Divorced,Less than $40K,Blue,3049
718310733,Existing Customer,50,M,2,Unknown,Divorced,$80K - $120K,Blue,20614
708162558,Existing Customer,64,F,0,Uneducated,Married,Unknown,Blue,3250
721129383,Existing Customer,53,F,1,Doctorate,Married,Less than $40K,Blue,3128
721249158,Attrited Customer,42,M,2,Uneducated,Single,$60K - $80K,Blue,6414
721049658,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,2506
806392908,Existing Customer,52,F,4,High School,Single,Unknown,Blue,7469
714886533,Existing Customer,60,F,2,High School,Married,Less than $40K,Blue,3460
772375533,Existing Customer,30,M,1,Graduate,Married,$80K - $120K,Blue,9959
826775058,Existing Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,4175
711878733,Existing Customer,60,M,1,Uneducated,Married,$60K - $80K,Blue,10264
714550383,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,4129
712636308,Existing Customer,65,F,2,High School,Married,$40K - $60K,Blue,2658
772139433,Existing Customer,44,F,2,College,Single,$40K - $60K,Blue,4589
709058808,Existing Customer,56,F,2,College,Married,Less than $40K,Blue,2781
813240408,Existing Customer,45,F,4,High School,Married,Unknown,Blue,24880
767753958,Existing Customer,37,M,3,Graduate,Unknown,$40K - $60K,Blue,8504
710111733,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,8091
761544333,Existing Customer,37,F,4,College,Married,$40K - $60K,Blue,3417
788814783,Existing Customer,39,M,1,Uneducated,Single,$60K - $80K,Blue,9204
715034358,Existing Customer,41,M,2,Graduate,Married,$120K +,Blue,14302
709624533,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,3187
709942383,Existing Customer,34,M,1,Graduate,Married,$80K - $120K,Blue,6313
803957508,Existing Customer,52,M,2,Unknown,Single,$80K - $120K,Blue,15904
713378133,Existing Customer,54,F,0,Post-Graduate,Single,Less than $40K,Silver,11696
709217358,Existing Customer,40,M,3,Post-Graduate,Married,$80K - $120K,Blue,20371
